"FIPS","Qualifying Name","State Postal Abbreviation","Summary Level","Geographic Component","US","Census Region","Census Division","State (FIPS Code)","County of current residence","County Subdivision (FIPS)","Place (FIPS Code)","Census Tract","Block Group","Consolidated City","American Indian Area/Alaska Native Area/Hawaiian Home Land (Census)","American Indian Area/Alaska Native Area/Hawaiian Home Land (FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian Tribal Subdivision (FIPS)","Alaska Native Regional Corporation (FIPS)","Metropolitan and Micropolitan Statistical Area","Combined Statistical Area","Metropolitan Statistical Area Metropolitan Division","Metropolitan Area Central City","Metropolitan/Micropolitan Indicator Flag","New England City and Town Area","New England City and Town Combined Statistical Area","New England City and Town Area Division","Urban Area","Current Congressional District ***","State Legislative District Upper","State Legislative District Lower","ZIP Code Tabulation Area (3-digit)","5-digit ZIP Code Tabulation Area","Subminor Civil Division (FIPS)","State-School District (Elementary)","State-School District (Secondary)","State-School District (Unified)","Urban/Rural","Principal City Indicator","Public Use Microdata Area – File","Geographic Identifier","Area Name","Tribal Tract","Tribal Block Group","Place (State FIPS + Place FIPS)","Workers 16 Years and Over:","Workers 16 Years and Over: Car, Truck, or Van","Workers 16 Years and Over: Drove Alone","Workers 16 Years and Over: Carpooled","Workers 16 Years and Over: Public Transportation (Includes Taxicab)","Workers 16 Years and Over: Motorcycle","Workers 16 Years and Over: Bicycle","Workers 16 Years and Over: Walked","Workers 16 Years and Over: Other Means","Workers 16 Years and Over: Worked At Home","% Workers 16 Years and Over: Car, Truck, or Van","% Workers 16 Years and Over: Drove Alone","% Workers 16 Years and Over: Carpooled","% Workers 16 Years and Over: Public Transportation (Includes Taxicab)","% Workers 16 Years and Over: Motorcycle","% Workers 16 Years and Over: Bicycle","% Workers 16 Years and Over: Walked","% Workers 16 Years and Over: Other Means","% Workers 16 Years and Over: Worked At Home"
Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008
"06075022802","Census Tract 228.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"022802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022802","Census Tract 228.02",,,,1062,298,260,38,205,13,53,111,14,368,28.06,24.48,3.58,19.3,1.22,4.99,10.45,1.32,34.65
"06075022803","Census Tract 228.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"022803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022803","Census Tract 228.03",,,,2351,991,836,155,470,10,173,149,44,514,42.15,35.56,6.59,19.99,0.43,7.36,6.34,1.87,21.86
"06075022901","Census Tract 229.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"022901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022901","Census Tract 229.01",,,,2456,1085,837,248,621,10,129,104,15,492,44.18,34.08,10.1,25.29,0.41,5.25,4.23,0.61,20.03
"06075022902","Census Tract 229.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"022902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022902","Census Tract 229.02",,,,1186,421,361,60,261,20,65,93,0,326,35.5,30.44,5.06,22.01,1.69,5.48,7.84,0,27.49
"06075022903","Census Tract 229.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"022903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075022903","Census Tract 229.03",,,,1851,428,359,69,409,0,226,173,22,593,23.12,19.39,3.73,22.1,0,12.21,9.35,1.19,32.04
"06075023001","Census Tract 230.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"023001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023001","Census Tract 230.01",,,,2735,1742,1358,384,705,0,20,63,0,205,63.69,49.65,14.04,25.78,0,0.73,2.3,0,7.5
"06075023003","Census Tract 230.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"023003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023003","Census Tract 230.03",,,,1956,1300,914,386,273,0,36,85,32,230,66.46,46.73,19.73,13.96,0,1.84,4.35,1.64,11.76
"06075023102","Census Tract 231.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"023102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023102","Census Tract 231.02",,,,1173,608,524,84,440,0,0,0,0,125,51.83,44.67,7.16,37.51,0,0,0,0,10.66
"06075023103","Census Tract 231.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"023103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023103","Census Tract 231.03",,,,1179,687,649,38,273,10,26,59,14,110,58.27,55.05,3.22,23.16,0.85,2.21,5,1.19,9.33
"06075023200","Census Tract 232, San Francisco County, California","ca","140","00",,,,"06","075",,,"023200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023200","Census Tract 232",,,,1950,1018,668,350,394,84,49,71,29,305,52.21,34.26,17.95,20.21,4.31,2.51,3.64,1.49,15.64
"06075023300","Census Tract 233, San Francisco County, California","ca","140","00",,,,"06","075",,,"023300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023300","Census Tract 233",,,,1879,1098,940,158,477,0,6,56,16,226,58.44,50.03,8.41,25.39,0,0.32,2.98,0.85,12.03
"06075023400","Census Tract 234, San Francisco County, California","ca","140","00",,,,"06","075",,,"023400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075023400","Census Tract 234",,,,1552,1050,909,141,386,27,11,0,8,70,67.65,58.57,9.09,24.87,1.74,0.71,0,0.52,4.51
"06075025100","Census Tract 251, San Francisco County, California","ca","140","00",,,,"06","075",,,"025100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025100","Census Tract 251",,,,1843,767,698,69,264,11,136,23,0,642,41.62,37.87,3.74,14.32,0.6,7.38,1.25,0,34.83
"06075025200","Census Tract 252, San Francisco County, California","ca","140","00",,,,"06","075",,,"025200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025200","Census Tract 252",,,,3079,1051,927,124,500,92,401,143,0,892,34.13,30.11,4.03,16.24,2.99,13.02,4.64,0,28.97
"06075025300","Census Tract 253, San Francisco County, California","ca","140","00",,,,"06","075",,,"025300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025300","Census Tract 253",,,,2834,1327,1143,184,404,2,133,16,55,897,46.82,40.33,6.49,14.26,0.07,4.69,0.56,1.94,31.65
"06075025401","Census Tract 254.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025401","Census Tract 254.01",,,,1907,663,550,113,249,12,306,36,0,641,34.77,28.84,5.93,13.06,0.63,16.05,1.89,0,33.61
"06075025402","Census Tract 254.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025402","Census Tract 254.02",,,,1728,1024,868,156,188,20,70,76,28,322,59.26,50.23,9.03,10.88,1.16,4.05,4.4,1.62,18.63
"06075025403","Census Tract 254.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"025403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025403","Census Tract 254.03",,,,2243,1142,749,393,375,12,90,30,44,550,50.91,33.39,17.52,16.72,0.53,4.01,1.34,1.96,24.52
"06075025501","Census Tract 255.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025501","Census Tract 255.01",,,,2009,606,516,90,576,0,34,2,301,490,30.16,25.68,4.48,28.67,0,1.69,0.1,14.98,24.39
"06075025502","Census Tract 255.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025502","Census Tract 255.02",,,,1846,872,783,89,434,0,0,46,41,453,47.24,42.42,4.82,23.51,0,0,2.49,2.22,24.54
"06075025600","Census Tract 256, San Francisco County, California","ca","140","00",,,,"06","075",,,"025600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025600","Census Tract 256",,,,3000,1458,985,473,836,26,19,40,15,606,48.6,32.83,15.77,27.87,0.87,0.63,1.33,0.5,20.2
"06075025701","Census Tract 257.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"025701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025701","Census Tract 257.01",,,,2679,1534,1132,402,648,0,45,70,0,382,57.26,42.25,15.01,24.19,0,1.68,2.61,0,14.26
"06075025702","Census Tract 257.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"025702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025702","Census Tract 257.02",,,,1887,1288,753,535,404,0,0,13,0,182,68.26,39.9,28.35,21.41,0,0,0.69,0,9.64
"06075025800","Census Tract 258, San Francisco County, California","ca","140","00",,,,"06","075",,,"025800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025800","Census Tract 258",,,,836,418,332,86,208,10,5,16,39,140,50,39.71,10.29,24.88,1.2,0.6,1.91,4.67,16.75
"06075025900","Census Tract 259, San Francisco County, California","ca","140","00",,,,"06","075",,,"025900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075025900","Census Tract 259",,,,2210,1599,1427,172,224,0,37,24,19,307,72.35,64.57,7.78,10.14,0,1.67,1.09,0.86,13.89
"06075026001","Census Tract 260.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026001","Census Tract 260.01",,,,3197,1646,1263,383,1020,55,27,25,28,396,51.49,39.51,11.98,31.9,1.72,0.84,0.78,0.88,12.39
"06075026002","Census Tract 260.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026002","Census Tract 260.02",,,,1570,898,689,209,304,0,6,8,51,303,57.2,43.89,13.31,19.36,0,0.38,0.51,3.25,19.3
"06075026003","Census Tract 260.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"026003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026003","Census Tract 260.03",,,,2366,1380,983,397,476,0,20,65,0,425,58.33,41.55,16.78,20.12,0,0.85,2.75,0,17.96
"06075026004","Census Tract 260.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"026004",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026004","Census Tract 260.04",,,,2296,1230,1067,163,500,0,0,15,51,500,53.57,46.47,7.1,21.78,0,0,0.65,2.22,21.78
"06075026100","Census Tract 261, San Francisco County, California","ca","140","00",,,,"06","075",,,"026100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026100","Census Tract 261",,,,3397,1359,1121,238,1183,26,46,64,67,652,40.01,33,7.01,34.82,0.77,1.35,1.88,1.97,19.19
"06075026201","Census Tract 262.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026201","Census Tract 262.01",,,,1994,1032,785,247,490,0,0,24,129,319,51.76,39.37,12.39,24.57,0,0,1.2,6.47,16
"06075026202","Census Tract 262.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026202","Census Tract 262.02",,,,2001,1115,932,183,708,7,8,23,36,104,55.72,46.58,9.15,35.38,0.35,0.4,1.15,1.8,5.2
"06075026301","Census Tract 263.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026301","Census Tract 263.01",,,,2048,1118,841,277,541,4,0,139,0,246,54.59,41.06,13.53,26.42,0.2,0,6.79,0,12.01
"06075026302","Census Tract 263.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026302","Census Tract 263.02",,,,2335,1686,1410,276,510,13,30,10,31,55,72.21,60.39,11.82,21.84,0.56,1.28,0.43,1.33,2.36
"06075026303","Census Tract 263.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"026303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026303","Census Tract 263.03",,,,2386,1310,1099,211,727,0,44,31,0,274,54.9,46.06,8.84,30.47,0,1.84,1.3,0,11.48
"06075026401","Census Tract 264.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"026401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026401","Census Tract 264.01",,,,1592,1070,861,209,373,0,0,33,14,102,67.21,54.08,13.13,23.43,0,0,2.07,0.88,6.41
"06075026402","Census Tract 264.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"026402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026402","Census Tract 264.02",,,,2370,1668,1225,443,390,0,7,0,0,305,70.38,51.69,18.69,16.46,0,0.3,0,0,12.87
"06075026403","Census Tract 264.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"026403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026403","Census Tract 264.03",,,,1595,1077,849,228,340,0,0,0,49,129,67.52,53.23,14.29,21.32,0,0,0,3.07,8.09
"06075026404","Census Tract 264.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"026404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075026404","Census Tract 264.04",,,,1187,725,504,221,297,0,0,44,0,121,61.08,42.46,18.62,25.02,0,0,3.71,0,10.19
"06075030101","Census Tract 301.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"030101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030101","Census Tract 301.01",,,,2872,544,489,55,538,0,145,1001,23,621,18.94,17.03,1.92,18.73,0,5.05,34.85,0.8,21.62
"06075030102","Census Tract 301.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"030102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030102","Census Tract 301.02",,,,2744,770,527,243,540,20,59,497,69,789,28.06,19.21,8.86,19.68,0.73,2.15,18.11,2.51,28.75
"06075030201","Census Tract 302.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"030201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030201","Census Tract 302.01",,,,2327,879,690,189,689,11,112,100,27,509,37.77,29.65,8.12,29.61,0.47,4.81,4.3,1.16,21.87
"06075030202","Census Tract 302.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"030202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030202","Census Tract 302.02",,,,2415,626,574,52,838,0,4,205,73,669,25.92,23.77,2.15,34.7,0,0.17,8.49,3.02,27.7
"06075030301","Census Tract 303.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"030301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030301","Census Tract 303.01",,,,3717,1561,1375,186,420,69,170,169,59,1269,42,36.99,5,11.3,1.86,4.57,4.55,1.59,34.14
"06075030302","Census Tract 303.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"030302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030302","Census Tract 303.02",,,,1918,987,795,192,291,0,18,35,36,551,51.46,41.45,10.01,15.17,0,0.94,1.82,1.88,28.73
"06075030400","Census Tract 304, San Francisco County, California","ca","140","00",,,,"06","075",,,"030400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030400","Census Tract 304",,,,2205,991,716,275,430,0,28,47,19,690,44.94,32.47,12.47,19.5,0,1.27,2.13,0.86,31.29
"06075030500","Census Tract 305, San Francisco County, California","ca","140","00",,,,"06","075",,,"030500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030500","Census Tract 305",,,,1516,903,846,57,111,0,0,0,24,478,59.56,55.8,3.76,7.32,0,0,0,1.58,31.53
"06075030600","Census Tract 306, San Francisco County, California","ca","140","00",,,,"06","075",,,"030600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030600","Census Tract 306",,,,1326,585,539,46,224,0,0,27,0,490,44.12,40.65,3.47,16.89,0,0,2.04,0,36.95
"06075030700","Census Tract 307, San Francisco County, California","ca","140","00",,,,"06","075",,,"030700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030700","Census Tract 307",,,,2957,1470,1271,199,444,71,191,102,0,679,49.71,42.98,6.73,15.02,2.4,6.46,3.45,0,22.96
"06075030800","Census Tract 308, San Francisco County, California","ca","140","00",,,,"06","075",,,"030800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030800","Census Tract 308",,,,3112,1214,1078,136,564,0,20,71,28,1215,39.01,34.64,4.37,18.12,0,0.64,2.28,0.9,39.04
"06075030900","Census Tract 309, San Francisco County, California","ca","140","00",,,,"06","075",,,"030900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075030900","Census Tract 309",,,,3119,1441,1044,397,536,0,25,144,13,960,46.2,33.47,12.73,17.18,0,0.8,4.62,0.42,30.78
"06075031000","Census Tract 310, San Francisco County, California","ca","140","00",,,,"06","075",,,"031000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031000","Census Tract 310",,,,2122,1029,932,97,220,0,12,61,92,708,48.49,43.92,4.57,10.37,0,0.57,2.87,4.34,33.36
"06075031100","Census Tract 311, San Francisco County, California","ca","140","00",,,,"06","075",,,"031100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031100","Census Tract 311",,,,3863,1603,1388,215,863,37,36,1,126,1197,41.5,35.93,5.57,22.34,0.96,0.93,0.03,3.26,30.99
"06075031201","Census Tract 312.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"031201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031201","Census Tract 312.01",,,,3115,1682,1338,344,845,0,16,55,57,460,54,42.95,11.04,27.13,0,0.51,1.77,1.83,14.77
"06075031202","Census Tract 312.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"031202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031202","Census Tract 312.02",,,,1398,779,600,179,247,4,19,6,21,322,55.72,42.92,12.8,17.67,0.29,1.36,0.43,1.5,23.03
"06075031301","Census Tract 313.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"031301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031301","Census Tract 313.01",,,,2176,1274,1138,136,313,22,50,112,28,377,58.55,52.3,6.25,14.38,1.01,2.3,5.15,1.29,17.33
"06075031302","Census Tract 313.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"031302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031302","Census Tract 313.02",,,,2626,1323,847,476,595,0,7,22,0,679,50.38,32.25,18.13,22.66,0,0.27,0.84,0,25.86
"06075031401","Census Tract 314.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"031401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031401","Census Tract 314.01",,,,1411,896,663,233,375,11,0,6,27,96,63.5,46.99,16.51,26.58,0.78,0,0.43,1.91,6.8
"06075031402","Census Tract 314.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"031402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075031402","Census Tract 314.02",,,,2566,1489,1062,427,382,0,0,29,14,652,58.03,41.39,16.64,14.89,0,0,1.13,0.55,25.41
"06075032601","Census Tract 326.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032601","Census Tract 326.01",,,,2479,1091,849,242,458,13,112,80,160,565,44.01,34.25,9.76,18.48,0.52,4.52,3.23,6.45,22.79
"06075032602","Census Tract 326.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032602","Census Tract 326.02",,,,2051,1029,718,311,311,18,27,173,25,468,50.17,35.01,15.16,15.16,0.88,1.32,8.43,1.22,22.82
"06075032700","Census Tract 327, San Francisco County, California","ca","140","00",,,,"06","075",,,"032700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032700","Census Tract 327",,,,3540,1309,1257,52,681,66,127,372,122,863,36.98,35.51,1.47,19.24,1.86,3.59,10.51,3.45,24.38
"06075032801","Census Tract 328.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032801","Census Tract 328.01",,,,1908,1122,1015,107,369,0,8,110,11,288,58.81,53.2,5.61,19.34,0,0.42,5.77,0.58,15.09
"06075032802","Census Tract 328.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032802","Census Tract 328.02",,,,2234,1181,902,279,483,0,42,36,76,416,52.86,40.38,12.49,21.62,0,1.88,1.61,3.4,18.62
"06075032901","Census Tract 329.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032901","Census Tract 329.01",,,,2688,1218,912,306,696,0,0,156,8,610,45.31,33.93,11.38,25.89,0,0,5.8,0.3,22.69
"06075032902","Census Tract 329.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032902","Census Tract 329.02",,,,1667,990,814,176,348,32,17,6,45,229,59.39,48.83,10.56,20.88,1.92,1.02,0.36,2.7,13.74
"06075033001","Census Tract 330.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"033001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033001","Census Tract 330.01",,,,2090,985,861,124,439,0,1,92,134,439,47.13,41.2,5.93,21,0,0.05,4.4,6.41,21
"06075033002","Census Tract 330.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"033002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033002","Census Tract 330.02",,,,2157,943,726,217,485,0,0,89,12,628,43.72,33.66,10.06,22.48,0,0,4.13,0.56,29.11
"06075033100","Census Tract 331, San Francisco County, California","ca","140","00",,,,"06","075",,,"033100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033100","Census Tract 331",,,,1646,906,792,114,150,0,4,39,27,520,55.04,48.12,6.93,9.11,0,0.24,2.37,1.64,31.59
"06075033201","Census Tract 332.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"033201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033201","Census Tract 332.01",,,,1711,330,287,43,552,0,14,483,27,305,19.29,16.77,2.51,32.26,0,0.82,28.23,1.58,17.83
"06075033203","Census Tract 332.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"033203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033203","Census Tract 332.03",,,,1668,974,804,170,343,0,0,51,0,300,58.39,48.2,10.19,20.56,0,0,3.06,0,17.99
"06075033204","Census Tract 332.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"033204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033204","Census Tract 332.04",,,,1537,923,848,75,321,9,27,103,0,154,60.05,55.17,4.88,20.88,0.59,1.76,6.7,0,10.02
"06075035101","Census Tract 351.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"035101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035101","Census Tract 351.01",,,,1774,1029,884,145,206,61,116,12,119,231,58,49.83,8.17,11.61,3.44,6.54,0.68,6.71,13.02
"06075035102","Census Tract 351.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"035102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035102","Census Tract 351.02",,,,1825,990,867,123,429,0,31,53,32,290,54.25,47.51,6.74,23.51,0,1.7,2.9,1.75,15.89
"06075035201","Census Tract 352.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"035201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035201","Census Tract 352.01",,,,2705,1551,1214,337,406,7,95,33,68,545,57.34,44.88,12.46,15.01,0.26,3.51,1.22,2.51,20.15
"06075035202","Census Tract 352.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"035202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035202","Census Tract 352.02",,,,2566,1106,867,239,705,8,40,112,22,573,43.1,33.79,9.31,27.47,0.31,1.56,4.36,0.86,22.33
"06075035300","Census Tract 353, San Francisco County, California","ca","140","00",,,,"06","075",,,"035300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035300","Census Tract 353",,,,3644,1690,1465,225,706,0,148,69,69,962,46.38,40.2,6.17,19.37,0,4.06,1.89,1.89,26.4
"06075035400","Census Tract 354, San Francisco County, California","ca","140","00",,,,"06","075",,,"035400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035400","Census Tract 354",,,,3176,1693,1500,193,682,0,231,0,35,535,53.31,47.23,6.08,21.47,0,7.27,0,1.1,16.85
"06075040100","Census Tract 401, San Francisco County, California","ca","140","00",,,,"06","075",,,"040100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075040100","Census Tract 401",,,,2542,774,660,114,776,24,23,224,4,717,30.45,25.96,4.48,30.53,0.94,0.9,8.81,0.16,28.21
"06075040200","Census Tract 402, San Francisco County, California","ca","140","00",,,,"06","075",,,"040200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075040200","Census Tract 402",,,,3122,1235,951,284,590,0,73,100,41,1083,39.56,30.46,9.1,18.9,0,2.34,3.2,1.31,34.69
