Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,CAD Number,Report Type Code,Report Type Description,Filed Online,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,CNN,Police District,Analysis Neighborhood,Supervisor District,Supervisor District 2012,Latitude,Longitude,Point,Neighborhoods,ESNCAG - Boundary File,Central Market/Tenderloin Boundary Polygon - Updated,Civic Center Harm Reduction Project Boundary,HSOC Zones as of 2018-06-05,Invest In Neighborhoods (IIN) Areas,Current Supervisor Districts,Current Police Districts
2024/11/19 07:00:00 AM,2024/11/19,07:00 AM,2024,Tuesday,2024/11/19 07:12:00 AM,144135604134,1441356,240720939,243240523.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,MCALLISTER ST \ VAN NESS AVE,24466000.0,Northern,Hayes Valley,5.0,5.0,37.78007507324219,-122.42024993896484,POINT (-122.42024993896484 37.78007507324219),21.0,,,1.0,1.0,,11.0,4.0
2024/11/20 07:00:00 AM,2024/11/20,07:00 AM,2024,Wednesday,2024/11/20 07:12:00 AM,144167604134,1441676,240723422,243250493.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,EDDY ST \ FILLMORE ST,26044000.0,Northern,Western Addition,5.0,5.0,37.78142929077149,-122.4323272705078,POINT (-122.43232727050781 37.781429290771484),97.0,,,,,,11.0,4.0
2024/11/20 07:00:00 AM,2024/11/20,07:00 AM,2024,Wednesday,2024/11/20 06:22:00 PM,144180804134,1441808,240723422,243250493.0,IS,Initial Supplement,,4134,Assault,Simple Assault,Battery,Open or Active,EDDY ST \ FILLMORE ST,26044000.0,Northern,Western Addition,5.0,5.0,37.78142929077149,-122.4323272705078,POINT (-122.43232727050781 37.781429290771484),97.0,,,,,,11.0,4.0
2024/11/20 05:00:00 PM,2024/11/20,05:00 PM,2024,Wednesday,2024/11/20 05:09:00 PM,144181206303,1441812,240724737,243252301.0,II,Initial,,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/11/19 05:16:00 PM,2024/11/19,05:16 PM,2024,Tuesday,2024/11/19 06:42:00 PM,144173806363,1441738,246150504,,II,Coplogic Initial,True,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,SUTTER ST \ VAN NESS AVE,25219000.0,Northern,Nob Hill,3.0,2.0,37.78754806518555,-122.42176055908205,POINT (-122.42176055908203 37.78754806518555),100.0,,,,,,6.0,4.0
2024/11/19 04:00:00 PM,2024/11/19,04:00 PM,2024,Tuesday,2024/11/19 06:35:00 PM,144173906363,1441739,246150491,,II,Coplogic Initial,True,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,SUTTER ST \ VAN NESS AVE,25219000.0,Northern,Nob Hill,3.0,2.0,37.78754806518555,-122.42176055908205,POINT (-122.42176055908203 37.78754806518555),100.0,,,,,,6.0,4.0
2024/12/31 03:54:00 PM,2024/12/31,03:54 PM,2024,Tuesday,2024/12/31 04:09:00 PM,145109806363,1451098,240801307,243661982.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,08TH ST \ BRANNAN ST,23872000.0,Southern,South of Market,6.0,6.0,37.771297454833984,-122.40542602539062,POINT (-122.40542602539062 37.771297454833984),33.0,,,,,,10.0,1.0
2024/11/20 04:42:00 PM,2024/11/20,04:42 PM,2024,Wednesday,2024/11/20 05:05:00 PM,144184819057,1441848,240724680,243252219.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,INGALLS ST \ INNES AVE \ MIDDLE POINT RD,20175000.0,Bayview,Bayview Hunters Point,10.0,10.0,37.73408126831055,-122.37943267822266,POINT (-122.37943267822266 37.73408126831055),86.0,,,,,,9.0,2.0
2024/11/21 06:00:00 PM,2024/11/21,06:00 PM,2024,Thursday,2024/11/21 10:47:00 PM,144249206244,1442492,246151518,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,EDDY ST \ FILLMORE ST,26044000.0,Northern,Western Addition,5.0,5.0,37.78142929077149,-122.4323272705078,POINT (-122.43232727050781 37.781429290771484),97.0,,,,,,11.0,4.0
2024/07/26 08:00:00 AM,2024/07/26,08:00 AM,2024,Friday,2024/11/25 11:25:00 AM,144281306125,1442813,240732780,243301200.0,II,Initial,,6125,Larceny Theft,Larceny Theft - Other,Theft of Checks or Credit Cards,Open or Active,GEARY BLVD \ SPRUCE ST,26928000.0,Richmond,Presidio Heights,2.0,2.0,37.78171920776367,-122.4531707763672,POINT (-122.45317077636719 37.78171920776367),12.0,,,,,,6.0,8.0
2024/11/22 08:00:00 AM,2024/11/22,08:00 AM,2024,Friday,2024/11/25 11:18:00 AM,144298406244,1442984,246152798,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,WASHINGTON ST \ WEBSTER ST,26651000.0,Northern,Pacific Heights,2.0,2.0,37.79180145263672,-122.4327392578125,POINT (-122.4327392578125 37.79180145263672),102.0,,,,,,6.0,4.0
2024/11/20 05:00:00 PM,2024/11/20,05:00 PM,2024,Wednesday,2024/11/20 05:09:00 PM,144307806303,1443078,240724737,243252301.0,IS,Initial Supplement,,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/11/27 03:35:00 PM,2024/11/27,03:35 PM,2024,Wednesday,2024/11/27 05:31:00 PM,144337204134,1443372,240737871,243322322.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,SACRAMENTO ST \ VAN NESS AVE,26536000.0,Northern,Nob Hill,3.0,3.0,37.791290283203125,-122.42251586914062,POINT (-122.42251586914062 37.791290283203125),102.0,,,,,,3.0,4.0
2024/11/11 04:01:00 PM,2024/11/11,04:01 PM,2024,Monday,2024/11/27 01:19:00 PM,144370006244,1443700,246153332,,II,Coplogic Initial,True,6244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,EDDY ST \ HYDE ST,25138000.0,Tenderloin,Tenderloin,5.0,6.0,37.78351593017578,-122.41588592529295,POINT (-122.41588592529297 37.78351593017578),20.0,,1.0,1.0,,,10.0,5.0
2024/11/29 05:18:00 PM,2024/11/29,05:18 PM,2024,Friday,2024/11/29 05:18:00 PM,144377506364,1443775,240741076,243342145.0,II,Initial,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/11/26 07:10:00 AM,2024/11/26,07:10 AM,2024,Tuesday,2024/11/30 10:21:00 AM,144387404134,1443874,240741941,243350761.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,JONES ST \ NORTH POINT ST,25593000.0,Central,North Beach,3.0,3.0,37.8061408996582,-122.41707611083984,POINT (-122.41707611083984 37.8061408996582),99.0,,,,,,3.0,6.0
2024/11/30 06:13:00 AM,2024/11/30,06:13 AM,2024,Saturday,2024/11/30 06:17:00 AM,144385006363,1443850,240741769,243350479.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,18TH ST \ CASTRO ST,25813000.0,Mission,Castro/Upper Market,8.0,8.0,37.760887145996094,-122.43499755859376,POINT (-122.43499755859375 37.760887145996094),38.0,,,,5.0,,5.0,3.0
2024/12/02 04:00:00 PM,2024/12/02,04:00 PM,2024,Monday,2024/12/02 04:00:00 PM,144442306364,1444423,240741076,,IS,Initial Supplement,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/12/03 04:25:00 PM,2024/12/03,04:25 PM,2024,Tuesday,2024/12/03 06:13:00 PM,144472906363,1444729,240748743,243382439.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/12/02 03:30:00 PM,2024/12/02,03:30 PM,2024,Monday,2024/12/03 07:46:00 AM,144453007100,1444530,240747159,243380426.0,II,Initial,,7100,Vandalism,Vandalism,"Vehicle, Tampering",Open or Active,ELLIOT ST \ RAYMOND AVE,20385000.0,Ingleside,Visitacion Valley,10.0,10.0,37.7143669128418,-122.41131591796876,POINT (-122.41131591796875 37.7143669128418),75.0,,,,,,9.0,9.0
2024/12/02 03:30:00 PM,2024/12/02,03:30 PM,2024,Monday,2024/12/03 07:46:00 AM,144453006243,1444530,240747159,243380426.0,II,Initial,,6243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,ELLIOT ST \ RAYMOND AVE,20385000.0,Ingleside,Visitacion Valley,10.0,10.0,37.7143669128418,-122.41131591796876,POINT (-122.41131591796875 37.7143669128418),75.0,,,,,,9.0,9.0
2024/12/03 04:35:00 PM,2024/12/03,04:35 PM,2024,Tuesday,2024/12/03 04:45:00 PM,144469604014,1444696,240748561,243382184.0,II,Initial,,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,MISSION ST \ SILVER AVE,21765000.0,Ingleside,Excelsior,11.0,11.0,37.72872924804688,-122.4312973022461,POINT (-122.4312973022461 37.728729248046875),94.0,,,,,,1.0,9.0
2024/12/02 07:30:00 AM,2024/12/02,07:30 AM,2024,Monday,2024/12/02 09:44:00 AM,144490206224,1444902,246155134,,II,Coplogic Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,19TH AVE \ JUDAH ST,27366000.0,Taraval,Sunset/Parkside,4.0,4.0,37.76169967651367,-122.47701263427734,POINT (-122.47701263427734 37.76169967651367),39.0,,,,,,7.0,10.0
2024/12/05 04:31:00 PM,2024/12/05,04:31 PM,2024,Thursday,2024/12/05 04:31:00 PM,144527404134,1445274,240753162,243402465.0,II,Initial,,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,20TH AVE \ GEARY BLVD,27505000.0,Richmond,Outer Richmond,1.0,1.0,37.78033447265625,-122.47938537597656,POINT (-122.47938537597656 37.78033447265625),8.0,,,,,,4.0,8.0
2024/11/24 06:00:00 AM,2024/11/24,06:00 AM,2024,Sunday,2024/12/05 03:43:00 PM,144523271013,1445232,240752982,243402298.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,EDDY ST \ GOUGH ST,26490000.0,Northern,Western Addition,2.0,5.0,37.78247833251953,-122.42411041259766,POINT (-122.42411041259766 37.78247833251953),100.0,,,1.0,,,11.0,4.0
2024/12/05 05:57:00 PM,2024/12/05,05:57 PM,2024,Thursday,2024/12/05 05:57:00 PM,144532106362,1445321,240753548,243402779.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/11/29 04:00:00 PM,2024/11/29,04:00 PM,2024,Friday,2024/12/05 12:41:00 PM,144537406374,1445374,246156392,,II,Coplogic Initial,True,6374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Open or Active,HOLLOWAY AVE \ PLYMOUTH AVE,22583000.0,Taraval,Oceanview/Merced/Ingleside,11.0,7.0,37.72184753417969,-122.45613861083984,POINT (-122.45613861083984 37.72184753417969),64.0,,,,,,8.0,10.0
2024/11/29 08:00:00 AM,2024/11/29,08:00 AM,2024,Friday,2024/12/07 05:47:00 PM,144595206372,1445952,246157293,,II,Coplogic Initial,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,34TH AVE \ CLEMENT ST \ LEGION OF HONOR DR,27859000.0,Richmond,Lincoln Park,1.0,1.0,37.78157806396485,-122.49452209472656,POINT (-122.49452209472656 37.781578063964844),8.0,,,,,,4.0,8.0
2024/12/10 05:45:00 PM,2024/12/10,05:45 PM,2024,Tuesday,2024/12/10 07:30:00 PM,144650806362,1446508,240763337,243452768.0,II,Initial,,6362,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $50-$200",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/12/11 04:20:00 PM,2024/12/11,04:20 PM,2024,Wednesday,2024/12/11 04:31:00 PM,144676619057,1446766,240765349,243462355.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,GEARY ST \ LARKIN ST,25170000.0,Northern,Tenderloin,3.0,6.0,37.78610229492188,-122.4180908203125,POINT (-122.4180908203125 37.786102294921875),20.0,,,,,,10.0,6.0
2024/12/09 04:34:00 PM,2024/12/09,04:34 PM,2024,Monday,2024/12/10 10:02:00 AM,144671906363,1446719,246158724,,II,Coplogic Initial,True,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Open or Active,DIVISADERO ST \ LOMBARD ST,26974000.0,Northern,Marina,2.0,2.0,37.79899978637695,-122.4426498413086,POINT (-122.4426498413086 37.79899978637695),14.0,,,,,,6.0,4.0
2024/12/09 03:00:00 PM,2024/12/09,03:00 PM,2024,Monday,2024/12/11 06:52:00 AM,144661219057,1446612,240763967,243460481.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,CASTRO ST \ DUBOCE AVE,26005000.0,Park,Haight Ashbury,8.0,8.0,37.76905822753906,-122.435791015625,POINT (-122.435791015625 37.76905822753906),28.0,,,,5.0,,5.0,7.0
2024/12/12 03:30:00 PM,2024/12/12,03:30 PM,2024,Thursday,2024/12/12 05:03:00 PM,144700604134,1447006,240767527,243472460.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,RAYMOND AVE \ RUTLAND ST,20357000.0,Ingleside,Visitacion Valley,10.0,10.0,37.713226318359375,-122.40705871582033,POINT (-122.40705871582031 37.713226318359375),75.0,,,,,,9.0,9.0
2024/11/01 03:00:00 PM,2024/11/01,03:00 PM,2024,Friday,2024/12/11 06:02:00 PM,144688006372,1446880,246151803,,IS,Coplogic Supplement,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,19TH ST \ CASTRO ST,25811000.0,Mission,Castro/Upper Market,8.0,8.0,37.7592887878418,-122.43485260009766,POINT (-122.43485260009766 37.7592887878418),115.0,,,,5.0,,5.0,3.0
2024/12/12 05:15:00 PM,2024/12/12,05:15 PM,2024,Thursday,2024/12/12 06:30:00 PM,144704904134,1447049,240767765,243472588.0,II,Initial,,4134,Assault,Simple Assault,Battery,Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/12/13 04:03:00 PM,2024/12/13,04:03 PM,2024,Friday,2024/12/13 04:27:00 PM,144725104013,1447251,240769460,243482242.0,II,Initial,,4013,Assault,Aggravated Assault,"Assault, Aggravated, W/ Other Weapon",Open or Active,OFARRELL ST \ POWELL ST,24904000.0,Southern,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/12/06 05:00:00 PM,2024/12/06,05:00 PM,2024,Friday,2024/12/15 02:16:00 PM,144760406314,1447604,240772667,243501688.0,II,Initial,,6314,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, >$950",Open or Active,08TH ST \ BRANNAN ST,23872000.0,Southern,South of Market,6.0,6.0,37.771297454833984,-122.40542602539062,POINT (-122.40542602539062 37.771297454833984),33.0,,,,,,10.0,1.0
2024/12/13 07:45:00 AM,2024/12/13,07:45 AM,2024,Friday,2024/12/16 05:30:00 PM,144790571013,1447905,240775097,243512550.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,EDDY ST \ LARKIN ST,25148000.0,Tenderloin,Tenderloin,5.0,6.0,37.78330993652344,-122.4175262451172,POINT (-122.41752624511719 37.78330993652344),20.0,,1.0,1.0,,,10.0,5.0
2024/12/13 05:30:00 PM,2024/12/13,05:30 PM,2024,Friday,2024/12/14 12:11:00 AM,144785806224,1447858,246160490,,II,Coplogic Initial,True,6224,Larceny Theft,Larceny - From Vehicle,"Theft, From Unlocked Vehicle, >$950",Open or Active,GEARY BLVD \ GEARY ST \ VAN NESS AVE,25197000.0,Northern,Western Addition,3.0,5.0,37.78568649291992,-122.42139434814452,POINT (-122.42139434814453 37.78568649291992),100.0,,,,,,11.0,4.0
2024/12/17 04:15:00 PM,2024/12/17,04:15 PM,2024,Tuesday,2024/12/17 06:35:00 PM,144821306113,1448213,240777504,243522782.0,II,Initial,,6113,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",Open or Active,UNION ST \ VAN NESS AVE,26686000.0,Northern,Russian Hill,3.0,2.0,37.79855346679688,-122.42398071289062,POINT (-122.42398071289062 37.798553466796875),107.0,,,,,,6.0,4.0
2024/12/17 08:00:00 AM,2024/12/17,08:00 AM,2024,Tuesday,2024/12/17 08:09:00 AM,144806719057,1448067,240776095,243520634.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,05TH ST \ MISSION ST,24634000.0,Southern,South of Market,6.0,6.0,37.78273010253906,-122.40647888183594,POINT (-122.40647888183594 37.78273010253906),32.0,,1.0,1.0,,,10.0,1.0
2024/12/18 04:13:00 PM,2024/12/18,04:13 PM,2024,Wednesday,2024/12/18 04:19:00 PM,144839704014,1448397,240779334,243532435.0,II,Initial,,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Open or Active,JONES ST \ TURK ST,24923000.0,Tenderloin,Tenderloin,5.0,6.0,37.78300476074219,-122.41241455078124,POINT (-122.41241455078125 37.78300476074219),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/12/18 06:00:00 PM,2024/12/18,06:00 PM,2024,Wednesday,2024/12/18 06:17:00 PM,144843004014,1448430,240779607,243532809.0,II,Initial,,4014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,ARGUELLO BLVD \ GEARY BLVD,27230000.0,Richmond,Lone Mountain/USF,2.0,1.0,37.78125762939453,-122.4588623046875,POINT (-122.4588623046875 37.78125762939453),,,,,,,4.0,8.0
2024/12/18 05:00:00 PM,2024/12/18,05:00 PM,2024,Wednesday,2024/12/19 11:13:00 AM,144857004033,1448570,240780591,243541233.0,II,Initial,,4033,Assault,Aggravated Assault,"Assault, W/ Caustic Chemical to Injure or Disfigure",Open or Active,LEE AVE \ OCEAN AVE,22223000.0,Taraval,West of Twin Peaks,11.0,7.0,37.72345733642578,-122.45411682128906,POINT (-122.45411682128906 37.72345733642578),71.0,,,,,,8.0,10.0
2024/12/20 06:00:00 PM,2024/12/20,06:00 PM,2024,Friday,2024/12/20 06:54:00 PM,144889519057,1448895,240783200,243552697.0,II,Initial,,19057,Disorderly Conduct,Intimidation,Terrorist Threats,Open or Active,FREMONT ST \ FRONT ST \ MARKET ST,30730000.0,Central,Financial District/South Beach,6.0,6.0,37.79171752929688,-122.39826202392578,POINT (-122.39826202392578 37.791717529296875),108.0,,,,,,10.0,6.0
2024/12/19 05:25:00 PM,2024/12/19,05:25 PM,2024,Thursday,2024/12/19 06:38:00 PM,144871606363,1448716,240781527,243542533.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/12/23 03:42:00 PM,2024/12/23,03:42 PM,2024,Monday,2024/12/23 03:42:00 PM,144943104092,1449431,240787365,243581970.0,II,Initial,,4092,Assault,Aggravated Assault,"Assault, Aggravated, W/ Gun",Open or Active,LEAVENWORTH ST \ TURK ST,24934000.0,Tenderloin,Tenderloin,5.0,6.0,37.78279495239258,-122.41405487060548,POINT (-122.41405487060547 37.78279495239258),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/12/23 05:40:00 PM,2024/12/23,05:40 PM,2024,Monday,2024/12/23 05:46:00 PM,144945504134,1449455,240787672,243582350.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,LARKIN ST \ OFARRELL ST,25152000.0,Tenderloin,Tenderloin,5.0,6.0,37.7851676940918,-122.41790008544922,POINT (-122.41790008544922 37.7851676940918),20.0,,1.0,,,,10.0,5.0
2024/12/23 04:00:00 PM,2024/12/23,04:00 PM,2024,Monday,2024/12/23 09:03:00 PM,144948106303,1449481,240787995,243582825.0,II,Initial,,6303,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $200-$950",Open or Active,EDDY ST \ FILLMORE ST,26044000.0,Northern,Western Addition,5.0,5.0,37.78142929077149,-122.4323272705078,POINT (-122.43232727050781 37.781429290771484),97.0,,,,,,11.0,4.0
2024/12/23 05:04:00 PM,2024/12/23,05:04 PM,2024,Monday,2024/12/23 06:45:00 PM,144949006363,1449490,240787791,243582336.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,GEARY ST \ STOCKTON ST,24901000.0,Central,Financial District/South Beach,3.0,3.0,37.78756713867188,-122.4065933227539,POINT (-122.4065933227539 37.787567138671875),19.0,,,,,,3.0,6.0
2024/12/27 06:30:00 AM,2024/12/27,06:30 AM,2024,Friday,2024/12/27 11:31:00 AM,145005071013,1450050,240793124,243621217.0,VI,Vehicle Initial,,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,LEAVENWORTH ST \ TURK ST,24934000.0,Tenderloin,Tenderloin,5.0,6.0,37.78279495239258,-122.41405487060548,POINT (-122.41405487060547 37.78279495239258),20.0,,1.0,1.0,1.0,,10.0,5.0
2024/12/27 05:14:00 PM,2024/12/27,05:14 PM,2024,Friday,2024/12/27 05:14:00 PM,145022206363,1450222,240794031,243622170.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/12/26 05:07:00 PM,2024/12/26,05:07 PM,2024,Thursday,2024/12/28 08:37:00 AM,145050506364,1450505,240794928,243630664.0,II,Initial,,6364,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, >$950",Open or Active,GEARY ST \ STOCKTON ST,24901000.0,Central,Financial District/South Beach,3.0,3.0,37.78756713867188,-122.4065933227539,POINT (-122.4065933227539 37.787567138671875),19.0,,,,,,3.0,6.0
2024/07/26 08:00:00 AM,2024/07/26,08:00 AM,2024,Friday,2024/12/30 12:34:00 PM,145076206125,1450762,240732780,243301200.0,IS,Initial Supplement,,6125,Larceny Theft,Larceny Theft - Other,Theft of Checks or Credit Cards,Exceptional Adult,GEARY BLVD \ SPRUCE ST,26928000.0,Richmond,Presidio Heights,2.0,2.0,37.78171920776367,-122.4531707763672,POINT (-122.45317077636719 37.78171920776367),12.0,,,,,,6.0,8.0
2024/12/17 04:55:00 PM,2024/12/17,04:55 PM,2024,Tuesday,2024/12/18 02:14:00 PM,145605706372,1456057,240777344,,IS,Coplogic Supplement,True,6372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,03RD ST \ KEARNY ST \ MARKET ST,30738000.0,Central,Financial District/South Beach,6.0,3.0,37.78764343261719,-122.40342712402344,POINT (-122.40342712402344 37.78764343261719),32.0,,,,,,3.0,6.0
2024/05/28 03:51:00 PM,2024/05/28,03:51 PM,2024,Tuesday,2024/05/28 03:51:00 PM,139413804134,1394138,240334712,241491999.0,II,Initial,,4134,Assault,Simple Assault,Battery,Open or Active,CARD ALY \ STOCKTON ST,25351000.0,Central,Chinatown,3.0,3.0,37.79903411865234,-122.4089126586914,POINT (-122.4089126586914 37.799034118652344),106.0,,,,,,3.0,6.0
2024/01/08 03:30:00 PM,2024/01/08,03:30 PM,2024,Monday,2024/01/08 04:12:00 PM,135451006154,1354510,240017178,240082234.0,II,Initial,,6154,Larceny Theft,Larceny Theft - Other,"Theft, From Person, >$950 (other than Pickpocket)",Open or Active,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/02/20 08:00:00 AM,2024/02/20,08:00 AM,2024,Tuesday,2024/03/07 10:49:00 AM,137869027090,1378690,246043084,,II,Coplogic Initial,True,27090,Larceny Theft,Larceny Theft - Other,"Theft, Lost Property, Petty",Open or Active,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/02/28 03:00:00 PM,2024/02/28,03:00 PM,2024,Wednesday,2024/02/29 01:15:00 PM,136897106113,1368971,240134302,240601722.0,II,Initial,,6113,Larceny Theft,Larceny Theft - Pickpocket,"Theft, Pickpocket, $200-$950",Open or Active,GEARY BLVD \ GEARY ST \ VAN NESS AVE,25197000.0,Northern,Western Addition,3.0,5.0,37.78568649291992,-122.42139434814452,POINT (-122.42139434814453 37.78568649291992),100.0,,,,,,11.0,4.0
2024/03/29 04:30:00 PM,2024/03/29,04:30 PM,2024,Friday,2024/03/29 04:37:00 PM,137778406363,1377784,240200486,240892316.0,II,Initial,,6363,Larceny Theft,Larceny Theft - Shoplifting,"Theft, Shoplifting, $200-$950",Cite or Arrest Adult,OFARRELL ST \ POWELL ST,24904000.0,Central,Tenderloin,3.0,3.0,37.78641128540039,-122.40803527832033,POINT (-122.40803527832031 37.78641128540039),19.0,,,,,,3.0,6.0
2024/03/18 08:00:00 AM,2024/03/18,08:00 AM,2024,Monday,2024/03/20 08:26:00 AM,137489706241,1374897,240177722,240800683.0,II,Initial,,6241,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, <$50",Open or Active,GOUGH ST \ LOMBARD ST,26715000.0,Northern,Marina,2.0,2.0,37.80088806152344,-122.42782592773438,POINT (-122.42782592773438 37.80088806152344),17.0,,,,,,6.0,4.0
