Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00001_001,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14006_001,SE_B18002_001,SE_B18002_002,SE_B18002_003,PCT_SE_B18002_002,PCT_SE_B18002_003,SE_A13003A_001,SE_A13003A_002,SE_A13003A_003,PCT_SE_A13003A_002,PCT_SE_A13003A_003,SE_A10030_001,SE_A10030_002,SE_A10030_003,SE_A10030_004,SE_A10030_005,SE_A10030_006,SE_A10030_007,PCT_SE_A10030_002,PCT_SE_A10030_003,PCT_SE_A10030_004,PCT_SE_A10030_005,PCT_SE_A10030_006,PCT_SE_A10030_007,SE_A10054B_001,SE_A10054B_002,SE_A10054B_003,SE_A10054B_004,SE_A10054B_005,SE_A10054B_006,SE_A10054B_007,PCT_SE_A10054B_002,PCT_SE_A10054B_003,PCT_SE_A10054B_004,PCT_SE_A10054B_005,PCT_SE_A10054B_006,PCT_SE_A10054B_007,SE_A13003B_001,SE_A13003B_002,SE_A13003B_003,PCT_SE_A13003B_002,PCT_SE_A13003B_003,SE_A14010_001
"06075032700","Census Tract 327, San Francisco County, California","ca","140","00",,,,"06","075",,,"032700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032700","Census Tract 327",,,,6729,6729,2388,16,32,3334,0,337,622,35.49,0.24,0.48,49.55,0,5.01,9.24,158889,842,112,150,13.3,17.81,890,0,890,0,100,2414,176,649,1266,265,58,0,7.29,26.88,52.44,10.98,2.4,0,842,124,348,329,41,0,0,14.73,41.33,39.07,4.87,0,0,4101,291,3810,7.1,92.9,185290
"06075032801","Census Tract 328.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032801","Census Tract 328.01",,,,3946,3946,828,5,0,2764,0,53,296,20.98,0.13,0,70.05,0,1.34,7.5,148231,464,88,123,18.97,26.51,568,21,547,3.7,96.3,1313,70,609,476,115,43,0,5.33,46.38,36.25,8.76,3.27,0,464,21,323,120,0,0,0,4.53,69.61,25.86,0,0,0,2318,172,2146,7.42,92.58,157589
"06075032802","Census Tract 328.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032802","Census Tract 328.02",,,,4185,4185,1194,16,0,2436,162,235,142,28.53,0.38,0,58.21,3.87,5.62,3.39,113092,497,114,97,22.94,19.52,425,16,409,3.76,96.24,1528,187,758,361,61,149,12,12.24,49.61,23.63,3.99,9.75,0.79,497,151,287,46,0,13,0,30.38,57.75,9.26,0,2.62,0,2640,178,2462,6.74,93.26,152097
"06075032901","Census Tract 329.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"032901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032901","Census Tract 329.01",,,,5071,5071,1130,200,0,3103,74,24,540,22.28,3.94,0,61.19,1.46,0.47,10.65,167723,430,83,49,19.3,11.4,999,0,999,0,100,1642,208,598,482,264,84,6,12.67,36.42,29.35,16.08,5.12,0.37,430,81,197,95,39,18,0,18.84,45.81,22.09,9.07,4.19,0,3046,206,2840,6.76,93.24,170568
"06075032902","Census Tract 329.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"032902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075032902","Census Tract 329.02",,,,3797,3797,827,25,0,2573,0,93,279,21.78,0.66,0,67.76,0,2.45,7.35,113265,260,65,76,25,29.23,525,0,525,0,100,1330,82,481,568,131,68,0,6.17,36.17,42.71,9.85,5.11,0,260,29,57,143,19,12,0,11.15,21.92,55,7.31,4.62,0,2227,95,2132,4.27,95.73,124830
"06075033001","Census Tract 330.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"033001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033001","Census Tract 330.01",,,,3858,3858,1007,74,0,2581,0,37,159,26.1,1.92,0,66.9,0,0.96,4.12,162379,197,12,0,6.09,0,620,0,620,0,100,1373,101,319,682,220,25,26,7.36,23.23,49.67,16.02,1.82,1.89,197,9,51,102,35,0,0,4.57,25.89,51.78,17.77,0,0,2375,287,2088,12.08,87.92,193917
"06075033002","Census Tract 330.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"033002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033002","Census Tract 330.02",,,,3940,3940,1642,3,0,1876,0,67,352,41.68,0.08,0,47.61,0,1.7,8.93,173615,681,127,161,18.65,23.64,564,76,488,13.48,86.52,1533,166,683,405,251,16,12,10.83,44.55,26.42,16.37,1.04,0.78,681,136,294,161,90,0,0,19.97,43.17,23.64,13.22,0,0,2564,257,2307,10.02,89.98,206719
"06075033100","Census Tract 331, San Francisco County, California","ca","140","00",,,,"06","075",,,"033100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033100","Census Tract 331",,,,3866,3866,1237,56,0,2224,33,24,292,32,1.45,0,57.53,0.85,0.62,7.55,161193,157,28,33,17.83,21.02,870,17,853,1.95,98.05,1413,114,485,623,124,38,29,8.07,34.32,44.09,8.78,2.69,2.05,157,0,58,88,0,11,0,0,36.94,56.05,0,7.01,0,2050,58,1992,2.83,97.17,181375
"06075033201","Census Tract 332.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"033201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033201","Census Tract 332.01",,,,3535,3535,1108,332,41,1035,13,551,455,31.34,9.39,1.16,29.28,0.37,15.59,12.87,68250,589,57,253,9.68,42.95,56,12,44,21.43,78.57,595,201,232,144,8,10,0,33.78,38.99,24.2,1.34,1.68,0,589,201,232,138,8,10,0,34.13,39.39,23.43,1.36,1.7,0,1453,671,782,46.18,53.82,181851
"06075033203","Census Tract 332.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"033203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033203","Census Tract 332.03",,,,3339,3339,1018,271,38,1421,0,223,368,30.49,8.12,1.14,42.56,0,6.68,11.02,74671,1453,198,585,13.63,40.26,510,58,452,11.37,88.63,1589,237,727,527,98,0,0,14.92,45.75,33.17,6.17,0,0,1453,223,690,458,82,0,0,15.35,47.49,31.52,5.64,0,0,2368,464,1904,19.59,80.41,159107
"06075033204","Census Tract 332.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"033204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075033204","Census Tract 332.04",,,,3327,3327,904,322,41,1353,0,294,413,27.17,9.68,1.23,40.67,0,8.84,12.41,71750,1634,202,650,12.36,39.78,167,126,41,75.45,24.55,1634,495,744,317,73,0,5,30.29,45.53,19.4,4.47,0,0.31,1634,495,744,317,73,0,5,30.29,45.53,19.4,4.47,0,0.31,2152,545,1607,25.33,74.67,91719
"06075035101","Census Tract 351.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"035101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035101","Census Tract 351.01",,,,3848,3848,1757,138,0,1472,0,191,290,45.66,3.59,0,38.25,0,4.96,7.54,104648,803,189,67,23.54,8.34,417,13,404,3.12,96.88,1460,228,587,518,111,16,0,15.62,40.21,35.48,7.6,1.1,0,803,181,316,251,55,0,0,22.54,39.35,31.26,6.85,0,0,2529,439,2090,17.36,82.64,128523
"06075035102","Census Tract 351.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"035102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035102","Census Tract 351.02",,,,3828,3828,1063,0,1,2366,99,75,224,27.77,0,0.03,61.81,2.59,1.96,5.85,166741,288,74,44,25.69,15.28,760,0,760,0,100,1271,120,377,486,189,83,16,9.44,29.66,38.24,14.87,6.53,1.26,288,31,83,120,44,10,0,10.76,28.82,41.67,15.28,3.47,0,2181,77,2104,3.53,96.47,203200
"06075035201","Census Tract 352.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"035201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035201","Census Tract 352.01",,,,5136,5136,1494,42,0,2859,0,277,464,29.09,0.82,0,55.67,0,5.39,9.03,112413,490,116,89,23.67,18.16,778,88,690,11.31,88.69,1867,221,713,619,185,108,21,11.84,38.19,33.15,9.91,5.78,1.12,490,110,149,170,33,28,0,22.45,30.41,34.69,6.73,5.71,0,3110,220,2890,7.07,92.93,136019
"06075035202","Census Tract 352.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"035202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035202","Census Tract 352.02",,,,4559,4559,1764,136,0,1789,66,89,715,38.69,2.98,0,39.24,1.45,1.95,15.68,118590,1099,247,164,22.47,14.92,848,19,829,2.24,97.76,1709,121,950,473,66,99,0,7.08,55.59,27.68,3.86,5.79,0,1099,93,649,300,35,22,0,8.46,59.05,27.3,3.18,2,0,2989,152,2837,5.09,94.91,123846
"06075035300","Census Tract 353, San Francisco County, California","ca","140","00",,,,"06","075",,,"035300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035300","Census Tract 353",,,,6922,6922,2150,8,0,4110,52,469,133,31.06,0.12,0,59.38,0.75,6.78,1.92,163657,653,61,96,9.34,14.7,1281,25,1256,1.95,98.05,2551,238,859,1132,194,107,21,9.33,33.67,44.37,7.6,4.19,0.82,653,82,213,303,55,0,0,12.56,32.62,46.4,8.42,0,0,4160,240,3920,5.77,94.23,200714
"06075035400","Census Tract 354, San Francisco County, California","ca","140","00",,,,"06","075",,,"035400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075035400","Census Tract 354",,,,7154,7154,2382,75,27,2918,0,71,1681,33.3,1.05,0.38,40.79,0,0.99,23.5,142540,499,86,87,17.23,17.43,1417,0,1417,0,100,2444,466,936,687,284,28,43,19.07,38.3,28.11,11.62,1.15,1.76,499,135,173,84,64,0,43,27.05,34.67,16.83,12.83,0,8.62,4035,306,3729,7.58,92.42,143844
"06075040100","Census Tract 401, San Francisco County, California","ca","140","00",,,,"06","075",,,"040100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075040100","Census Tract 401",,,,4277,4277,1791,0,0,1635,0,59,792,41.88,0,0,38.23,0,1.38,18.52,143674,955,177,170,18.53,17.8,664,28,636,4.22,95.78,1677,265,966,337,100,0,9,15.8,57.6,20.1,5.96,0,0.54,955,223,598,125,0,0,9,23.35,62.62,13.09,0,0,0.94,2993,189,2804,6.31,93.69,153021
"06075040200","Census Tract 402, San Francisco County, California","ca","140","00",,,,"06","075",,,"040200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075040200","Census Tract 402",,,,4903,4903,2423,112,0,1816,0,98,454,49.42,2.28,0,37.04,0,2,9.26,175978,1497,231,336,15.43,22.44,504,12,492,2.38,97.62,2326,806,1059,415,46,0,0,34.65,45.53,17.84,1.98,0,0,1497,672,558,221,46,0,0,44.89,37.27,14.76,3.07,0,0,3241,151,3090,4.66,95.34,250001
"06075042601","Census Tract 426.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"042601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042601","Census Tract 426.01",,,,3999,3999,1783,13,10,1441,0,141,611,44.59,0.33,0.25,36.03,0,3.53,15.28,136458,1268,252,131,19.87,10.33,491,10,481,2.04,97.96,1706,409,851,392,47,7,0,23.97,49.88,22.98,2.75,0.41,0,1268,361,629,265,13,0,0,28.47,49.61,20.9,1.03,0,0,2875,209,2666,7.27,92.73,156932
"06075042602","Census Tract 426.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"042602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042602","Census Tract 426.02",,,,3060,3060,1396,22,30,1083,0,55,474,45.62,0.72,0.98,35.39,0,1.8,15.49,168667,745,193,34,25.91,4.56,621,16,605,2.58,97.42,1346,263,730,254,44,55,0,19.54,54.23,18.87,3.27,4.09,0,745,183,409,132,12,9,0,24.56,54.9,17.72,1.61,1.21,0,1917,32,1885,1.67,98.33,190896
"06075042700","Census Tract 427, San Francisco County, California","ca","140","00",,,,"06","075",,,"042700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042700","Census Tract 427",,,,5365,5365,2004,545,54,2392,7,16,347,37.35,10.16,1.01,44.59,0.13,0.3,6.47,119276,1909,451,328,23.62,17.18,790,68,722,8.61,91.39,2594,560,1370,649,15,0,0,21.59,52.81,25.02,0.58,0,0,1909,384,1166,344,15,0,0,20.12,61.08,18.02,0.79,0,0,3267,97,3170,2.97,97.03,139868
"06075042800","Census Tract 428, San Francisco County, California","ca","140","00",,,,"06","075",,,"042800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075042800","Census Tract 428",,,,2419,2419,1443,29,0,621,0,34,292,59.65,1.2,0,25.67,0,1.41,12.07,246635,229,64,61,27.95,26.64,534,0,534,0,100,922,50,362,300,163,20,27,5.42,39.26,32.54,17.68,2.17,2.93,229,31,146,41,5,6,0,13.54,63.76,17.9,2.18,2.62,0,1279,45,1234,3.52,96.48,250001
"06075045100","Census Tract 451, San Francisco County, California","ca","140","00",,,,"06","075",,,"045100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075045100","Census Tract 451",,,,4664,4664,2652,35,53,1344,0,205,375,56.86,0.75,1.14,28.82,0,4.4,8.04,195893,1405,187,145,13.31,10.32,765,11,754,1.44,98.56,1919,309,1090,477,21,0,22,16.1,56.8,24.86,1.09,0,1.15,1405,257,793,333,0,0,22,18.29,56.44,23.7,0,0,1.57,3215,176,3039,5.47,94.53,223007
"06075045201","Census Tract 452.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"045201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075045201","Census Tract 452.01",,,,3113,3113,1303,123,0,1334,0,108,245,41.86,3.95,0,42.85,0,3.47,7.87,178750,646,24,55,3.72,8.51,504,0,504,0,100,1324,299,572,355,98,0,0,22.58,43.2,26.81,7.4,0,0,646,133,253,176,84,0,0,20.59,39.16,27.24,13,0,0,1930,85,1845,4.4,95.6,206731
"06075045202","Census Tract 452.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"045202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075045202","Census Tract 452.02",,,,3304,3304,1557,21,0,1142,72,147,365,47.12,0.64,0,34.56,2.18,4.45,11.05,151480,1071,127,153,11.86,14.29,718,0,718,0,100,1465,351,754,329,31,0,0,23.96,51.47,22.46,2.12,0,0,1071,275,559,206,31,0,0,25.68,52.19,19.23,2.89,0,0,2060,168,1892,8.16,91.84,184375
"06075047600","Census Tract 476, San Francisco County, California","ca","140","00",,,,"06","075",,,"047600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047600","Census Tract 476",,,,5208,5208,1921,116,21,2581,0,80,489,36.89,2.23,0.4,49.56,0,1.54,9.39,162289,1218,195,108,16.01,8.87,981,29,952,2.96,97.04,2220,389,1227,480,60,64,0,17.52,55.27,21.62,2.7,2.88,0,1218,353,658,173,0,34,0,28.98,54.02,14.2,0,2.79,0,3193,58,3135,1.82,98.18,200264
"06075047701","Census Tract 477.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"047701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047701","Census Tract 477.01",,,,4742,4742,1751,0,0,2316,0,307,368,36.93,0,0,48.84,0,6.47,7.76,116750,1168,150,328,12.84,28.08,760,27,733,3.55,96.45,2008,595,837,459,66,33,18,29.63,41.68,22.86,3.29,1.64,0.9,1168,453,578,114,11,12,0,38.78,49.49,9.76,0.94,1.03,0,3170,271,2899,8.55,91.45,141995
"06075047702","Census Tract 477.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"047702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047702","Census Tract 477.02",,,,3441,3441,1413,33,0,1721,0,37,237,41.06,0.96,0,50.01,0,1.08,6.89,119957,975,67,263,6.87,26.97,442,72,370,16.29,83.71,1592,375,682,452,51,15,17,23.56,42.84,28.39,3.2,0.94,1.07,975,291,485,191,8,0,0,29.85,49.74,19.59,0.82,0,0,2160,237,1923,10.97,89.03,158698
"06075047801","Census Tract 478.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"047801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047801","Census Tract 478.01",,,,4227,4227,1855,35,12,1966,0,76,283,43.88,0.83,0.28,46.51,0,1.8,6.7,171120,783,198,86,25.29,10.98,646,0,646,0,100,1703,232,817,476,99,50,29,13.62,47.97,27.95,5.81,2.94,1.7,783,120,400,240,23,0,0,15.33,51.09,30.65,2.94,0,0,2818,125,2693,4.44,95.56,217083
"06075047802","Census Tract 478.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"047802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047802","Census Tract 478.02",,,,3897,3897,1885,12,0,1618,0,239,143,48.37,0.31,0,41.52,0,6.13,3.67,133625,832,97,174,11.66,20.91,703,9,694,1.28,98.72,1465,174,742,351,187,11,0,11.88,50.65,23.96,12.76,0.75,0,832,129,446,136,121,0,0,15.5,53.61,16.35,14.54,0,0,2362,106,2256,4.49,95.51,217651
"06075047902","Census Tract 479.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"047902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047902","Census Tract 479.02",,,,3327,3327,1463,0,53,1132,0,26,653,43.97,0,1.59,34.02,0,0.78,19.63,126058,727,117,134,16.09,18.43,317,16,301,5.05,94.95,1517,243,700,497,53,24,0,16.02,46.14,32.76,3.49,1.58,0,727,207,330,139,37,14,0,28.47,45.39,19.12,5.09,1.93,0,2296,159,2137,6.93,93.07,161583
"06075047903","Census Tract 479.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"047903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047903","Census Tract 479.03",,,,3608,3608,1618,42,0,1593,0,20,335,44.84,1.16,0,44.15,0,0.55,9.28,148800,593,162,110,27.32,18.55,528,61,467,11.55,88.45,1378,150,823,255,38,112,0,10.89,59.72,18.51,2.76,8.13,0,593,73,467,53,0,0,0,12.31,78.75,8.94,0,0,0,2160,229,1931,10.6,89.4,178604
"06075047904","Census Tract 479.04, San Francisco County, California","ca","140","00",,,,"06","075",,,"047904",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075047904","Census Tract 479.04",,,,3175,3175,1796,94,0,650,0,276,359,56.57,2.96,0,20.47,0,8.69,11.31,87494,838,169,233,20.17,27.8,508,82,426,16.14,83.86,1469,463,524,396,51,8,27,31.52,35.67,26.96,3.47,0.54,1.84,838,230,321,236,24,0,27,27.45,38.31,28.16,2.86,0,3.22,1943,400,1543,20.59,79.41,103370
"06075060100","Census Tract 601, San Francisco County, California","ca","140","00",,,,"06","075",,,"060100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075060100","Census Tract 601",,,,3808,3808,2208,35,9,206,0,194,1156,57.98,0.92,0.24,5.41,0,5.09,30.36,236190,1338,243,252,18.16,18.83,1064,0,1064,0,100,1338,70,632,444,158,34,0,5.23,47.23,33.18,11.81,2.54,0,1338,70,632,444,158,34,0,5.23,47.23,33.18,11.81,2.54,0,2554,17,2537,0.67,99.33,250001
"06075060400","Census Tract 604, San Francisco County, California","ca","140","00",,,,"06","075",,,"060400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075060400","Census Tract 604",,,,1818,1818,776,50,0,565,0,174,253,42.68,2.75,0,31.08,0,9.57,13.92,100583,742,142,249,19.14,33.56,321,25,296,7.79,92.21,1026,117,646,254,9,0,0,11.4,62.96,24.76,0.88,0,0,742,97,464,172,9,0,0,13.07,62.53,23.18,1.21,0,0,1242,101,1141,8.13,91.87,91304
"06075060502","Census Tract 605.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"060502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075060502","Census Tract 605.02",,,,3087,3087,200,406,19,1145,185,706,426,6.48,13.15,0.62,37.09,5.99,22.87,13.8,42548,666,84,215,12.61,32.28,846,244,602,28.84,71.16,925,215,365,200,45,50,50,23.24,39.46,21.62,4.86,5.41,5.41,666,208,259,134,10,45,10,31.23,38.89,20.12,1.5,6.76,1.5,1944,443,1501,22.79,77.21,53487
"06075060701","Census Tract 607.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"060701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075060701","Census Tract 607.01",,,,8415,8415,1628,1399,0,4174,0,318,896,19.35,16.63,0,49.6,0,3.78,10.65,248177,2200,539,337,24.5,15.32,1241,25,1216,2.01,97.99,3343,829,2283,124,107,0,0,24.8,68.29,3.71,3.2,0,0,2200,692,1350,51,107,0,0,31.45,61.36,2.32,4.86,0,0,6014,254,5760,4.22,95.78,250001
"06075060702","Census Tract 607.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"060702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075060702","Census Tract 607.02",,,,2359,2359,668,174,4,1193,0,113,207,28.32,7.38,0.17,50.57,0,4.79,8.77,107989,1036,266,178,25.68,17.18,357,10,347,2.8,97.2,1349,469,694,186,0,0,0,34.77,51.45,13.79,0,0,0,1036,380,513,143,0,0,0,36.68,49.52,13.8,0,0,0,1656,119,1537,7.19,92.81,169741
"06075060703","Census Tract 607.03, San Francisco County, California","ca","140","00",,,,"06","075",,,"060703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075060703","Census Tract 607.03",,,,5936,5936,2770,133,0,2146,132,371,384,46.66,2.24,0,36.15,2.22,6.25,6.47,191910,1567,332,244,21.19,15.57,863,0,863,0,100,2784,923,1800,61,0,0,0,33.15,64.66,2.19,0,0,0,1567,736,831,0,0,0,0,46.97,53.03,0,0,0,0,4446,69,4377,1.55,98.45,173049
"06075061000","Census Tract 610, San Francisco County, California","ca","140","00",,,,"06","075",,,"061000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061000","Census Tract 610",,,,4558,4558,827,442,0,2759,21,245,264,18.14,9.7,0,60.53,0.46,5.38,5.79,125327,454,54,104,11.89,22.91,757,38,719,5.02,94.98,1625,100,701,649,90,63,22,6.15,43.14,39.94,5.54,3.88,1.35,454,61,260,116,10,0,7,13.44,57.27,25.55,2.2,0,1.54,3167,155,3012,4.89,95.11,123977
"06075061101","Census Tract 611.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"061101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061101","Census Tract 611.01",,,,1814,1814,55,31,6,1641,0,0,81,3.03,1.71,0.33,90.46,0,0,4.47,17569,865,192,325,22.2,37.57,277,90,187,32.49,67.51,935,685,236,14,0,0,0,73.26,25.24,1.5,0,0,0,865,678,173,14,0,0,0,78.38,20,1.62,0,0,0,966,284,682,29.4,70.6,43376
"06075061102","Census Tract 611.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"061102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061102","Census Tract 611.02",,,,2017,2017,82,69,0,1742,0,80,44,4.07,3.42,0,86.37,0,3.97,2.18,42558,801,254,127,31.71,15.86,245,22,223,8.98,91.02,917,692,159,54,12,0,0,75.46,17.34,5.89,1.31,0,0,801,646,130,13,12,0,0,80.65,16.23,1.62,1.5,0,0,990,100,890,10.1,89.9,45809
"06075061200","Census Tract 612, San Francisco County, California","ca","140","00",,,,"06","075",,,"061200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061200","Census Tract 612",,,,4163,4163,396,766,0,1169,0,1592,240,9.51,18.4,0,28.08,0,38.24,5.77,117132,627,139,62,22.17,9.89,626,0,626,0,100,1153,175,484,210,232,52,0,15.18,41.98,18.21,20.12,4.51,0,627,175,279,65,108,0,0,27.91,44.5,10.37,17.22,0,0,2759,202,2557,7.32,92.68,82292
"06075061401","Census Tract 614.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"061401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061401","Census Tract 614.01",,,,2900,2900,1489,54,7,451,0,310,589,51.34,1.86,0.24,15.55,0,10.69,20.31,143665,601,230,106,38.27,17.64,473,56,417,11.84,88.16,1459,340,696,342,49,32,0,23.3,47.7,23.44,3.36,2.19,0,601,203,257,114,8,19,0,33.78,42.76,18.97,1.33,3.16,0,1817,181,1636,9.96,90.04,233309
"06075061402","Census Tract 614.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"061402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061402","Census Tract 614.02",,,,2354,2354,1442,93,0,585,0,60,174,61.26,3.95,0,24.85,0,2.55,7.39,218125,689,99,153,14.37,22.21,360,0,360,0,100,1189,89,822,164,114,0,0,7.49,69.13,13.79,9.59,0,0,689,60,485,59,85,0,0,8.71,70.39,8.56,12.34,0,0,1736,45,1691,2.59,97.41,227361
"06075061501","Census Tract 615.01, San Francisco County, California","ca","140","00",,,,"06","075",,,"061501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061501","Census Tract 615.01",,,,1807,1807,787,9,0,690,28,89,204,43.55,0.5,0,38.18,1.55,4.93,11.29,230332,387,66,69,17.05,17.83,150,0,150,0,100,1195,271,776,59,89,0,0,22.68,64.94,4.94,7.45,0,0,387,159,203,0,25,0,0,41.09,52.45,0,6.46,0,0,1448,247,1201,17.06,82.94,250001
"06075061502","Census Tract 615.02, San Francisco County, California","ca","140","00",,,,"06","075",,,"061502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06075061502","Census Tract 615.02",,,,2195,2195,1688,58,0,195,0,57,197,76.9,2.64,0,8.88,0,2.6,8.97,119524,1150,251,277,21.83,24.09,182,0,182,0,100,1409,609,687,92,21,0,0,43.22,48.76,6.53,1.49,0,0,1150,590,545,15,0,0,0,51.3,47.39,1.3,0,0,0,1656,184,1472,11.11,88.89,
